box_id,company_name,services_offered,affiliated_clients,partnerships_made,region,contact_email,phone_number,social_media_links
155,Asmara Football Promotions,Football PR & Athlete Marketing,Eritrea National Team,"Eritel, Nike","Asmara, Eritrea",info@asmarasportspr.com,+291 7 654321,www.asmarasportspr.com
156,Port Louis PR Hub,Football Sponsorship & PR,Mauritius National Team,"Orange Mauritius, Puma","Port Louis, Mauritius",contact@portlouissportspr.com,+230 57 654321,www.portlouissportspr.com
157,Antananarivo Media Solutions,Football Branding & Athlete PR,Madagascar Premier League,"Airtel Madagascar, Adidas","Antananarivo, Madagascar",support@antananarivopr.com,+261 32 987654,www.antananarivopr.com
158,Dar es Salaam Sports Connect,Football Sponsorships & Branding,Tanzania Football Federation,"Tigo Tanzania, Nike","Dar es Salaam, Tanzania",info@darsportspr.com,+255 65 678901,www.darsportspr.com
159,Niamey Football PR,Club Branding & PR Services,Niger Premier League,"Airtel Niger, Adidas","Niamey, Niger",pr@niameysportspr.com,+227 97 345678,www.niameysportspr.com
160,Brazzaville PR Connect,Football Sponsorship & Club Branding,Congo National Team,"TotalEnergies, Puma","Brazzaville, Congo",support@brazzavillesportspr.com,+242 06 987654,www.brazzavillesportspr.com
161,Monrovia Football Media,Football PR & Digital Marketing,Liberia Football League,"MTN Liberia, Adidas","Monrovia, Liberia",info@monroviasportspr.com,+231 77 432109,www.monroviasportspr.com
162,Victoria Sports Promotions,Football Sponsorship & Club Branding,Seychelles National Team,"Airtel Seychelles, Puma","Victoria, Seychelles",contact@victoriasportspr.com,+248 25 987654,www.victoriasportspr.com
163,São Tomé Media Hub,Club Promotions & Sponsorships,São Tomé & Príncipe League,"Unitel ST, Nike","São Tomé, São Tomé & Príncipe",pr@saotomesportspr.com,+239 99 654321,www.saotomesportspr.com
164,Mogadishu PR Connect,Football Branding & Sponsorship,Somalia Premier League,"Hormuud Telecom, Adidas","Mogadishu, Somalia",support@mogadishusportspr.com,+252 61 765432,www.mogadishusportspr.com
165,Windhoek PR Hub,Football Sponsorship & PR Services,Namibian Premier League,"MTC Namibia, Puma","Windhoek, Namibia",info@windhoeksportspr.com,+264 81 345678,www.windhoeksportspr.com
166,Accra Football Promotions,Club PR & Digital Marketing,Ghana Premier League,"MTN Ghana, Adidas","Accra, Ghana",contact@accrasportspr.com,+233 30 987654,www.accrasportspr.com
167,Dakar PR Experts,Football Sponsorship & Digital Branding,Senegal Football Federation,"Orange Senegal, Nike","Dakar, Senegal",pr@dakarsportspr.com,+221 77 654321,www.dakarsportspr.com
168,Johannesburg PR House,Athlete Branding & Sponsorships,South African Premier League,"Vodacom SA, Puma","Johannesburg, South Africa",support@joburgsportspr.com,+27 11 543876,www.joburgsportspr.com
169,Tunis Football PR,Club Promotions & Sponsorships,"Tunisia FA, Club Africain","Orange Tunisia, Adidas","Tunis, Tunisia",info@tunissportspr.com,+216 20 987654,www.tunissportspr.com
170,Maputo Media Solutions,Football Branding & Sponsorships,Mozambique Premier League,"Vodacom Mozambique, Puma","Maputo, Mozambique",pr@maputosportspr.com,+258 82 765432,www.maputosportspr.com
171,Gaborone Football Promotions,Football PR & Sponsorships,Botswana Premier League,"Orange Botswana, Nike","Gaborone, Botswana",support@gaboronesportspr.com,+267 71 987654,www.gaboronesportspr.com
172,Luanda Media House,Football Branding & PR Services,Angola National Team,"Unitel Angola, Adidas","Luanda, Angola",info@luandasportspr.com,+244 92 765987,www.luandasportspr.com
173,Freetown Football PR,Club Marketing & Athlete PR,Sierra Leone Premier League,"Africell, Puma","Freetown, Sierra Leone",contact@freetownsportspr.com,+232 76 789654,www.freetownsportspr.com
174,Kampala PR Connect,Football Sponsorship & Club PR,Uganda Football League,"MTN Uganda, Nike","Kampala, Uganda",pr@kampalasportspr.com,+256 75 432987,www.kampalasportspr.com
175,Lusaka PR Experts,Football Sponsorship & Branding,Zambian Premier League,"MTN Zambia, Puma","Lusaka, Zambia",support@lusakasportspr.com,+260 97 543876,www.lusakasportspr.com
176,Maseru Sports PR,Athlete Branding & Club Promotions,Lesotho Premier League,"Vodacom Lesotho, Puma","Maseru, Lesotho",info@maserusportspr.com,+266 50 543678,www.maserusportspr.com
177,Lilongwe Football Media,Football Sponsorship & PR,Malawi Premier League,"TNM Malawi, Adidas","Lilongwe, Malawi",contact@lilongwesportspr.com,+265 88 876543,www.lilongwesportspr.com
178,Djibouti Sports PR,Football Branding & Sponsorship,Djibouti Football Federation,"Telcom Djibouti, Nike","Djibouti, Djibouti",pr@djiboutisportspr.com,+253 77 543321,www.djiboutisportspr.com
179,Niamey Football Connect,Football Sponsorship & Club PR,Niger Premier League,"Moov Niger, Adidas","Niamey, Niger",support@niameysportspr.com,+227 97 876543,www.niameysportspr.com
180,Praia Sports Media,Football PR & Athlete Marketing,Cape Verde National Team,"Unitel T+, Puma","Praia, Cape Verde",info@praiasportspr.com,+238 95 765432,www.praiasportspr.com
181,N’Djamena PR Solutions,Club PR & Sponsorship Activation,Chadian Premier League,"Airtel Chad, Adidas","N’Djamena, Chad",contact@ndjamenasportspr.com,+235 99 432987,www.ndjamenasportspr.com
182,Bujumbura Football Branding,Football Branding & PR Services,Burundi Premier League,"Econet Burundi, Nike","Bujumbura, Burundi",pr@bujumburasportspr.com,+257 79 654987,www.bujumburasportspr.com
183,Bissau Media House,Athlete Branding & Club Sponsorship,Guinea-Bissau Premier League,"Orange Bissau, Puma","Bissau, Guinea-Bissau",support@bissausportspr.com,+245 96 432876,www.bissausportspr.com
184,Gitega Sports PR,Football Sponsorship & Branding,Burundi Premier League,"Lumitel, Adidas","Gitega, Burundi",info@gitegasportspr.com,+257 71 876543,www.gitegasportspr.com
185,Lomé Sports Connect,Football PR & Digital Marketing,Togo National Team,"Moov Togo, Puma","Lomé, Togo",contact@lomesportspr.com,+228 90 654987,www.lomesportspr.com
186,Porto-Novo Football Promotions,Football Sponsorships & Club Branding,Benin Premier League,"MTN Benin, Adidas","Porto-Novo, Benin",pr@portonovosportspr.com,+229 97 876543,www.portonovosportspr.com
187,Dodoma PR Solutions,Football Branding & Sponsorship,Tanzania Football Federation,"Tigo Tanzania, Nike","Dodoma, Tanzania",support@dodomasportspr.com,+255 65 432987,www.dodomasportspr.com
188,Libreville Sports Media,Club PR & Athlete Marketing,Gabon Premier League,"Moov Gabon, Puma","Libreville, Gabon",info@librevillesportspr.com,+241 74 543789,www.librevillesportspr.com
189,Accra Football Media,Football PR & Sponsorships,Ghana Premier League,"MTN Ghana, Adidas","Accra, Ghana",contact@accrasportspr.com,+233 30 765432,www.accrasportspr.com
190,Dakar Sports PR,Football Branding & Digital Marketing,Senegal Football Federation,"Orange Senegal, Nike","Dakar, Senegal",pr@dakarsportspr.com,+221 77 876543,www.dakarsportspr.com
191,Johannesburg PR Connect,Athlete Branding & Club Sponsorships,South African Premier League,"Vodacom SA, Puma","Johannesburg, South Africa",support@joburgsportspr.com,+27 11 654987,www.joburgsportspr.com
192,Tunis Football Promotions,Club PR & Sponsorship Activation,"Tunisia FA, Club Africain","Orange Tunisia, Adidas","Tunis, Tunisia",info@tunissportspr.com,+216 20 543876,www.tunissportspr.com
193,Freetown Media Hub,Football Branding & Sponsorships,Sierra Leone Premier League,"Africell, Puma","Freetown, Sierra Leone",contact@freetownsportspr.com,+232 76 432876,www.freetownsportspr.com
194,Lusaka PR Experts,Football Sponsorship & Branding,Zambian Premier League,"MTN Zambia, Puma","Lusaka, Zambia",support@lusakasportspr.com,+260 97 876543,www.lusakasportspr.com
195,Bamako Football Media,Football Branding & PR Services,Mali Premier League,"Orange Mali, Nike","Bamako, Mali",info@bamakosportspr.com,+223 79 543876,www.bamakosportspr.com
196,Windhoek Sports PR,Football Sponsorship & Club PR,Namibian Premier League,"MTC Namibia, Adidas","Windhoek, Namibia",contact@windhoeksportspr.com,+264 81 765432,www.windhoeksportspr.com
197,Brazzaville PR House,Football Sponsorships & Branding,Congo National Team,"TotalEnergies, Puma","Brazzaville, Congo",pr@brazzavillesportspr.com,+242 06 432987,www.brazzavillesportspr.com
198,Monrovia Sports Connect,Football Branding & Sponsorships,Liberia Football League,"MTN Liberia, Adidas","Monrovia, Liberia",support@monroviasportspr.com,+231 77 987654,www.monroviasportspr.com
199,Niamey Football Promotions,Football Sponsorship & PR,Niger Premier League,"Airtel Niger, Adidas","Niamey, Niger",info@niameysportspr.com,+227 97 432876,www.niameysportspr.com
200,Luanda PR Hub,Football Branding & Sponsorship Activation,Angola National Team,"Unitel Angola, Adidas","Luanda, Angola",contact@luandasportspr.com,+244 92 654987,www.luandasportspr.com
201,Nairobi Sports PR,Athlete Branding & Club Promotions,Kenya Premier League,"Safaricom, Adidas","Nairobi, Kenya",info@nairobisportspr.com,+254 72 543876,www.nairobisportspr.com
202,Kampala Football Media,Football Sponsorship & PR,Uganda Premier League,"MTN Uganda, Nike","Kampala, Uganda",contact@kampalasportspr.com,+256 75 654987,www.kampalasportspr.com
203,Harare PR Solutions,Football Branding & Sponsorship,Zimbabwe Premier League,"Econet Zimbabwe, Puma","Harare, Zimbabwe",pr@huraresportspr.com,+263 77 987654,www.huraresportspr.com
204,Maputo Football PR,Football Sponsorship & Club Branding,Mozambique Premier League,"Vodacom Mozambique, Adidas","Maputo, Mozambique",support@maputosportspr.com,+258 82 876543,www.maputosportspr.com
205,Gaborone Sports Media,Football Branding & PR Services,Botswana Premier League,"Orange Botswana, Puma","Gaborone, Botswana",info@gaboronesportspr.com,+267 71 543876,www.gaboronesportspr.com
206,Banjul PR Experts,Football Sponsorship & Branding,Gambia Premier League,"Africell Gambia, Adidas","Banjul, Gambia",contact@banjulsportspr.com,+220 77 876543,www.banjulsportspr.com
207,Praia Football Branding,Football PR & Athlete Marketing,Cape Verde Premier League,"Unitel T+, Nike","Praia, Cape Verde",pr@praiasportspr.com,+238 95 765432,www.praiasportspr.com
208,N'Djamena Media Hub,Club PR & Digital Marketing,Chadian Football Federation,"Airtel Chad, Puma","N'Djamena, Chad",support@ndjamenasportspr.com,+235 99 543876,www.ndjamenasportspr.com
209,Bujumbura PR Connect,Football Sponsorship & PR,Burundi Premier League,"Lumitel, Adidas","Bujumbura, Burundi",info@bujumburasportspr.com,+257 79 987654,www.bujumburasportspr.com
210,Asmara PR Solutions,Football Sponsorship & Branding,Eritrea Premier League,"Eritel, Puma","Asmara, Eritrea",contact@asmarasportspr.com,+291 7 654987,www.asmarasportspr.com
211,Conakry Football Promotions,Football Sponsorships & Club Branding,Guinea Premier League,"MTN Guinea, Adidas","Conakry, Guinea",pr@conakrysportspr.com,+224 62 876543,www.conakrysportspr.com
212,Bamako Sports PR,Football Branding & Sponsorship,Mali Premier League,"Orange Mali, Puma","Bamako, Mali",support@bamakosportspr.com,+223 79 432987,www.bamakosportspr.com
213,Monrovia Football Media,Football PR & Athlete Branding,Liberia Premier League,"MTN Liberia, Nike","Monrovia, Liberia",info@monroviasportspr.com,+231 77 876543,www.monroviasportspr.com
214,Niamey Sports Connect,Football Sponsorship & Branding,Niger Premier League,"Moov Niger, Adidas","Niamey, Niger",contact@niameysportspr.com,+227 97 543876,www.niameysportspr.com
215,Brazzaville PR Hub,Football Branding & PR Services,Congo National Team,"TotalEnergies, Puma","Brazzaville, Congo",pr@brazzavillesportspr.com,+242 06 876543,www.brazzavillesportspr.com
216,Freetown Sports Branding,Football Sponsorship & Club Promotions,Sierra Leone Premier League,"Africell, Adidas","Freetown, Sierra Leone",support@freetownsportspr.com,+232 76 432987,www.freetownsportspr.com
217,Windhoek Football Media,Football Sponsorship & PR,Namibian Premier League,"MTC Namibia, Puma","Windhoek, Namibia",info@windhoeksportspr.com,+264 81 765432,www.windhoeksportspr.com
218,Dodoma PR Experts,Football Branding & Club Marketing,Tanzania Premier League,"Tigo Tanzania, Nike","Dodoma, Tanzania",contact@dodomasportspr.com,+255 65 987654,www.dodomasportspr.com
219,Ouagadougou Media Solutions,Football Sponsorship & PR Services,Burkina Faso Premier League,"Orange Burkina, Adidas","Ouagadougou, Burkina Faso",pr@ouagadougousportspr.com,+226 76 432987,www.ouagadougousportspr.com
220,Nouakchott Football Promotions,Club PR & Digital Marketing,Mauritania Premier League,"Mauritel, Puma","Nouakchott, Mauritania",support@nouakchottsportspr.com,+222 45 876543,www.nouakchottsportspr.com
221,Yaoundé Sports PR,Athlete Branding & Club Promotions,Cameroon Premier League,"MTN Cameroon, Adidas","Yaoundé, Cameroon",info@yaoundesportspr.com,+237 675 543876,www.yaoundesportspr.com
222,Lomé Media Hub,Football Sponsorship & PR,Togo Premier League,"Moov Togo, Puma","Lomé, Togo",contact@lomesportspr.com,+228 90 876543,www.lomesportspr.com
223,Banjul PR Experts,Football Branding & Sponsorship,Gambia Premier League,"Africell Gambia, Nike","Banjul, Gambia",pr@banjulsportspr.com,+220 77 432987,www.banjulsportspr.com
224,Maseru Football Branding,Football Sponsorships & Club Branding,Lesotho Premier League,"Vodacom Lesotho, Adidas","Maseru, Lesotho",support@maserusportspr.com,+266 50 654987,www.maserusportspr.com
225,Praia PR Connect,Football PR & Digital Marketing,Cape Verde National Team,"Unitel T+, Puma","Praia, Cape Verde",info@praiasportspr.com,+238 95 765432,www.praiasportspr.com
226,N'Djamena Sports Promotions,Football Sponsorship & PR,Chadian Football Federation,"Airtel Chad, Nike","N'Djamena, Chad",contact@ndjamenasportspr.com,+235 99 543876,www.ndjamenasportspr.com
227,Bujumbura Football PR,Football Branding & Sponsorship,Burundi Premier League,"Lumitel, Adidas","Bujumbura, Burundi",pr@bujumburasportspr.com,+257 79 654987,www.bujumburasportspr.com
228,Libreville PR Hub,Athlete Branding & Club Sponsorship,Gabon Premier League,"Moov Gabon, Puma","Libreville, Gabon",support@librevillesportspr.com,+241 74 432876,www.librevillesportspr.com
229,Nairobi Football Media,Football Sponsorship & PR,Kenya Premier League,"Safaricom, Adidas","Nairobi, Kenya",info@nairobisportspr.com,+254 72 654987,www.nairobisportspr.com
230,Lusaka PR Experts,Football Branding & Club Marketing,Zambian Premier League,"MTN Zambia, Puma","Lusaka, Zambia",contact@lusakasportspr.com,+260 97 876543,www.lusakasportspr.com
231,Lilongwe Media Solutions,Football Sponsorship & PR Services,Malawi Premier League,"TNM Malawi, Adidas","Lilongwe, Malawi",pr@lilongwesportspr.com,+265 88 432987,www.lilongwesportspr.com
232,Windhoek Football PR,Football Sponsorship & Branding,Namibian Premier League,"MTC Namibia, Nike","Windhoek, Namibia",support@windhoeksportspr.com,+264 81 654321,www.windhoeksportspr.com
233,Maputo Sports Branding,Football PR & Athlete Marketing,Mozambique Premier League,"Vodacom Mozambique, Puma","Maputo, Mozambique",info@maputosportspr.com,+258 82 765432,www.maputosportspr.com
234,Harare PR Connect,Football Branding & PR Services,Zimbabwe Premier League,"Econet Zimbabwe, Adidas","Harare, Zimbabwe",contact@huraresportspr.com,+263 77 543876,www.huraresportspr.com
235,Johannesburg Sports PR,Football Sponsorship & Branding,South African Premier League,"Vodacom SA, Puma","Johannesburg, South Africa",pr@joburgsportspr.com,+27 11 987654,www.joburgsportspr.com
236,Dakar Football Media,Football Branding & PR,Senegal Football Federation,"Orange Senegal, Nike","Dakar, Senegal",support@dakarsportspr.com,+221 77 432876,www.dakarsportspr.com
237,Accra PR Solutions,Athlete Sponsorship & Club PR,Ghana Premier League,"MTN Ghana, Adidas","Accra, Ghana",info@accrasportspr.com,+233 30 876543,www.accrasportspr.com
238,Tunis Media Experts,Football Sponsorship & Club Branding,Tunisia National Team,"Orange Tunisia, Puma","Tunis, Tunisia",contact@tunissportspr.com,+216 20 654321,www.tunissportspr.com
239,Freetown Football PR,Club Marketing & Sponsorship,Sierra Leone Premier League,"Africell, Nike","Freetown, Sierra Leone",pr@freetownsportspr.com,+232 76 543987,www.freetownsportspr.com
240,Ouagadougou Sports PR,Football Branding & Club PR,Burkina Faso Premier League,"Orange Burkina, Adidas","Ouagadougou, Burkina Faso",support@ouagadougousportspr.com,+226 76 432987,www.ouagadougousportspr.com
241,Nouakchott PR Connect,Football Sponsorship & Club PR,Mauritania Premier League,"Mauritel, Puma","Nouakchott, Mauritania",info@nouakchottsportspr.com,+222 45 876543,www.nouakchottsportspr.com
242,Djibouti Sports Branding,Football Sponsorship & PR,Djibouti Football Federation,"Telcom Djibouti, Nike","Djibouti, Djibouti",contact@djiboutisportspr.com,+253 77 543876,www.djiboutisportspr.com
243,Luanda Sports PR,Football Branding & Sponsorship,Angola Premier League,"Unitel Angola, Puma","Luanda, Angola",info@luandasportspr.com,+244 92 654987,www.luandasportspr.com
244,Dodoma PR Solutions,Football Sponsorship & PR,Tanzania Premier League,"Tigo Tanzania, Adidas","Dodoma, Tanzania",contact@dodomasportspr.com,+255 65 765432,www.dodomasportspr.com
245,Kinshasa Football Media,Football Branding & Club PR,DR Congo National Team,"Vodacom Congo, Nike","Kinshasa, DR Congo",pr@kinshasasportspr.com,+243 81 543987,www.kinshasasportspr.com
246,Asmara PR House,Football PR & Sponsorship,Eritrean Football League,"Eritel, Puma","Asmara, Eritrea",support@asmarasportspr.com,+291 7 654987,www.asmarasportspr.com
247,Conakry Media Hub,Football Sponsorship & Club Branding,Guinea Premier League,"MTN Guinea, Adidas","Conakry, Guinea",info@conakrysportspr.com,+224 62 432987,www.conakrysportspr.com
248,Monrovia Sports Promotions,Football Branding & PR Services,Liberia Premier League,"MTN Liberia, Nike","Monrovia, Liberia",contact@monroviasportspr.com,+231 77 543876,www.monroviasportspr.com
249,Niamey PR Connect,Football Sponsorship & PR,Niger Premier League,"Moov Niger, Adidas","Niamey, Niger",pr@niameysportspr.com,+227 97 876543,www.niameysportspr.com
250,Brazzaville Football Branding,Football PR & Athlete Marketing,Congo Premier League,"TotalEnergies, Puma","Brazzaville, Congo",support@brazzavillesportspr.com,+242 06 432987,www.brazzavillesportspr.com
251,Freetown PR Hub,Football Sponsorship & Branding,Sierra Leone Premier League,"Africell, Adidas","Freetown, Sierra Leone",info@freetownsportspr.com,+232 76 654987,www.freetownsportspr.com
252,Windhoek Sports PR,Football Sponsorship & PR,Namibian Premier League,"MTC Namibia, Nike","Windhoek, Namibia",contact@windhoeksportspr.com,+264 81 432987,www.windhoeksportspr.com
253,Dakar Media Experts,Football Sponsorship & Branding,Senegal Football Federation,"Orange Senegal, Puma","Dakar, Senegal",pr@dakarsportspr.com,+221 77 765432,www.dakarsportspr.com
254,Accra PR Solutions,Football Branding & Club PR,Ghana Premier League,"MTN Ghana, Adidas","Accra, Ghana",support@accrasportspr.com,+233 30 543876,www.accrasportspr.com
255,Tunis Football Promotions,Club PR & Sponsorship Activation,Tunisia National Team,"Orange Tunisia, Nike","Tunis, Tunisia",info@tunissportspr.com,+216 20 876543,www.tunissportspr.com
256,Nouakchott Sports Connect,Football Branding & Sponsorship,Mauritania Premier League,"Mauritel, Puma","Nouakchott, Mauritania",contact@nouakchottsportspr.com,+222 45 654987,www.nouakchottsportspr.com
257,Ouagadougou PR House,Football Sponsorship & PR,Burkina Faso Premier League,"Orange Burkina, Adidas","Ouagadougou, Burkina Faso",pr@ouagadougousportspr.com,+226 76 432876,www.ouagadougousportspr.com
258,Djibouti Sports PR,Football Branding & Sponsorship,Djibouti Football Federation,"Telcom Djibouti, Nike","Djibouti, Djibouti",support@djiboutisportspr.com,+253 77 876543,www.djiboutisportspr.com
259,Maseru PR Experts,Football Sponsorship & Club Branding,Lesotho Premier League,"Vodacom Lesotho, Adidas","Maseru, Lesotho",info@maserusportspr.com,+266 50 765432,www.maserusportspr.com
260,Lilongwe Football PR,Football Sponsorship & Branding,Malawi Premier League,"TNM Malawi, Puma","Lilongwe, Malawi",contact@lilongwesportspr.com,+265 88 543987,www.lilongwesportspr.com
261,Maputo PR Solutions,Football Sponsorship & PR,Mozambique Premier League,"Vodacom Mozambique, Adidas","Maputo, Mozambique",pr@maputosportspr.com,+258 82 432876,www.maputosportspr.com
262,Harare PR Connect,Football Branding & PR Services,Zimbabwe Premier League,"Econet Zimbabwe, Nike","Harare, Zimbabwe",support@huraresportspr.com,+263 77 765432,www.huraresportspr.com
263,Yaoundé Football PR,Football Branding & Club Promotions,Cameroon Premier League,"MTN Cameroon, Adidas","Yaoundé, Cameroon",info@yaoundesportspr.com,+237 675 543987,www.yaoundesportspr.com
264,Lomé PR Hub,Football Sponsorship & PR,Togo Premier League,"Moov Togo, Puma","Lomé, Togo",contact@lomesportspr.com,+228 90 876543,www.lomesportspr.com
265,Banjul PR Experts,Football Branding & Sponsorship,Gambia Premier League,"Africell Gambia, Nike","Banjul, Gambia",pr@banjulsportspr.com,+220 77 432987,www.banjulsportspr.com
266,Maseru Media Solutions,Football Sponsorships & Club Branding,Lesotho Premier League,"Vodacom Lesotho, Adidas","Maseru, Lesotho",support@maserusportspr.com,+266 50 654987,www.maserusportspr.com
267,Praia Football PR,Football PR & Digital Marketing,Cape Verde National Team,"Unitel T+, Puma","Praia, Cape Verde",info@praiasportspr.com,+238 95 765432,www.praiasportspr.com
268,N'Djamena PR Solutions,Football Sponsorship & PR,Chadian Football Federation,"Airtel Chad, Nike","N'Djamena, Chad",contact@ndjamenasportspr.com,+235 99 543876,www.ndjamenasportspr.com
269,Bujumbura PR House,Football Branding & Sponsorship,Burundi Premier League,"Lumitel, Adidas","Bujumbura, Burundi",pr@bujumburasportspr.com,+257 79 654987,www.bujumburasportspr.com
270,Libreville Media Hub,Athlete Branding & Club Sponsorship,Gabon Premier League,"Moov Gabon, Puma","Libreville, Gabon",support@librevillesportspr.com,+241 74 432876,www.librevillesportspr.com
271,Nairobi PR Experts,Football Sponsorship & PR,Kenya Premier League,"Safaricom, Adidas","Nairobi, Kenya",info@nairobisportspr.com,+254 72 654987,www.nairobisportspr.com
272,Lusaka PR Connect,Football Branding & Club Marketing,Zambian Premier League,"MTN Zambia, Puma","Lusaka, Zambia",contact@lusakasportspr.com,+260 97 876543,www.lusakasportspr.com
273,Lilongwe PR Solutions,Football Sponsorship & PR Services,Malawi Premier League,"TNM Malawi, Adidas","Lilongwe, Malawi",pr@lilongwesportspr.com,+265 88 432987,www.lilongwesportspr.com
274,Windhoek Football PR,Football Sponsorship & Branding,Namibian Premier League,"MTC Namibia, Nike","Windhoek, Namibia",support@windhoeksportspr.com,+264 81 654321,www.windhoeksportspr.com
275,Maputo Sports Branding,Football PR & Athlete Marketing,Mozambique Premier League,"Vodacom Mozambique, Puma","Maputo, Mozambique",info@maputosportspr.com,+258 82 765432,www.maputosportspr.com
276,Harare PR Connect,Football Branding & PR Services,Zimbabwe Premier League,"Econet Zimbabwe, Adidas","Harare, Zimbabwe",contact@huraresportspr.com,+263 77 543876,www.huraresportspr.com
277,Johannesburg PR House,Football Sponsorship & Branding,South African Premier League,"Vodacom SA, Puma","Johannesburg, South Africa",pr@joburgsportspr.com,+27 11 987654,www.joburgsportspr.com
278,Dakar Football PR,Football Branding & PR,Senegal Football Federation,"Orange Senegal, Nike","Dakar, Senegal",support@dakarsportspr.com,+221 77 432876,www.dakarsportspr.com
279,Accra PR Connect,Athlete Sponsorship & Club PR,Ghana Premier League,"MTN Ghana, Adidas","Accra, Ghana",info@accrasportspr.com,+233 30 876543,www.accrasportspr.com
280,Tunis Media Experts,Football Sponsorship & Club Branding,Tunisia National Team,"Orange Tunisia, Puma","Tunis, Tunisia",contact@tunissportspr.com,+216 20 654321,www.tunissportspr.com
281,Freetown Sports PR,Club Marketing & Sponsorship,Sierra Leone Premier League,"Africell, Nike","Freetown, Sierra Leone",pr@freetownsportspr.com,+232 76 543987,www.freetownsportspr.com
282,Ouagadougou Football PR,Football Branding & Club PR,Burkina Faso Premier League,"Orange Burkina, Adidas","Ouagadougou, Burkina Faso",support@ouagadougousportspr.com,+226 76 432987,www.ouagadougousportspr.com
283,Nouakchott PR House,Football Sponsorship & Club PR,Mauritania Premier League,"Mauritel, Puma","Nouakchott, Mauritania",info@nouakchottsportspr.com,+222 45 876543,www.nouakchottsportspr.com
284,Djibouti Sports Branding,Football Sponsorship & PR,Djibouti Football Federation,"Telcom Djibouti, Nike","Djibouti, Djibouti",contact@djiboutisportspr.com,+253 77 543876,www.djiboutisportspr.com
285,Porto-Novo PR Hub,Football Branding & Club Promotions,Benin Premier League,"MTN Benin, Adidas","Porto-Novo, Benin",info@portonovosportspr.com,+229 97 654987,www.portonovosportspr.com
286,Bissau Media Solutions,Football Sponsorship & PR,Guinea-Bissau Premier League,"Orange Bissau, Puma","Bissau, Guinea-Bissau",contact@bissausportspr.com,+245 96 432876,www.bissausportspr.com
287,Bamako Sports PR,Football Branding & Sponsorship,Mali Premier League,"Orange Mali, Nike","Bamako, Mali",pr@bamakosportspr.com,+223 79 543876,www.bamakosportspr.com
288,Lomé Football PR,Football Sponsorships & Club Branding,Togo Premier League,"Moov Togo, Adidas","Lomé, Togo",support@lomesportspr.com,+228 90 654987,www.lomesportspr.com
289,Cotonou PR Experts,Football PR & Digital Marketing,Benin Premier League,"MTN Benin, Puma","Cotonou, Benin",info@cotonousportspr.com,+229 94 543876,www.cotonousportspr.com
290,Gitega Football Media,Football Sponsorship & PR,Burundi Premier League,"Lumitel, Adidas","Gitega, Burundi",contact@gitegasportspr.com,+257 71 876543,www.gitegasportspr.com
291,Fes Sports Promotions,Football Branding & PR Services,Moroccan Botola League,"Inwi, Nike","Fes, Morocco",pr@fessportspr.com,+212 66 432987,www.fessportspr.com
292,Omdurman PR Connect,Football Sponsorship & Branding,Sudan Premier League,"Zain Sudan, Puma","Omdurman, Sudan",support@omdurmansportspr.com,+249 91 654987,www.omdurmansportspr.com
293,El Jadida PR Solutions,Football Sponsorship & PR,Moroccan Botola League,"Maroc Telecom, Adidas","El Jadida, Morocco",info@eljadidasportspr.com,+212 61 543876,www.eljadidasportspr.com
294,Douala Football PR,Football Sponsorships & Club PR,Cameroon Premier League,"MTN Cameroon, Nike","Douala, Cameroon",contact@doualasportspr.com,+237 69 876543,www.doualasportspr.com
295,Mogadishu Sports PR,Football Branding & Club Marketing,Somali Premier League,"Hormuud Telecom, Adidas","Mogadishu, Somalia",pr@mogadishusportspr.com,+252 61 543876,www.mogadishusportspr.com
296,Lagos PR House,Football Branding & PR,Nigeria Premier League,"Airtel Nigeria, Puma","Lagos, Nigeria",support@lagossportspr.com,+234 80 765432,www.lagossportspr.com
297,Abuja Sports Connect,Athlete Sponsorship & Club PR,Nigeria Premier League,"MTN Nigeria, Adidas","Abuja, Nigeria",info@abujasportspr.com,+234 81 432987,www.abujasportspr.com
298,Yaoundé PR Experts,Football Sponsorship & Club Branding,Cameroon Premier League,"MTN Cameroon, Puma","Yaoundé, Cameroon",contact@yaoundesportspr.com,+237 65 543876,www.yaoundesportspr.com
299,Nouakchott PR Connect,Football Branding & Sponsorship,Mauritania Premier League,"Mauritel, Nike","Nouakchott, Mauritania",pr@nouakchottsportspr.com,+222 45 654987,www.nouakchottsportspr.com
300,Niamey PR Solutions,Football Sponsorship & PR,Niger Premier League,"Airtel Niger, Adidas","Niamey, Niger",support@niameysportspr.com,+227 97 876543,www.niameysportspr.com
301,Lusaka PR Experts,Football Branding & Club PR,Zambia Premier League,"MTN Zambia, Puma","Lusaka, Zambia",info@lusakasportspr.com,+260 97 654987,www.lusakasportspr.com
302,Harare Football PR,Football Sponsorships & Club Marketing,Zimbabwe Premier League,"Econet Zimbabwe, Adidas","Harare, Zimbabwe",contact@huraresportspr.com,+263 77 543876,www.huraresportspr.com
303,Windhoek Sports Media,Football Branding & Sponsorship,Namibian Premier League,"MTC Namibia, Nike","Windhoek, Namibia",pr@windhoeksportspr.com,+264 81 432987,www.windhoeksportspr.com
304,Johannesburg PR Hub,Football Sponsorship & Club PR,South African Premier League,"Vodacom SA, Puma","Johannesburg, South Africa",support@joburgsportspr.com,+27 11 654987,www.joburgsportspr.com
